caption;created_at
"Pertamina Enduro VR46 Racing Team meluncurkan Special Livery untuk MotoGP Mandalika 2025

Dengan corak khas antara Indonesia dengan warna merah purih dengan paduan gambar Batik seperti trek sirkuit Mandalika dengan warna Yellow Fluo khas tim Pertamina Enduro VR46 Racing Team

Selain kedua pembalap Franco Morbidelli dan Fabio Di Giannantonio juga Valentino Rossi turut hadir dalam peluncuran livery spesial Pertamina Enduro VR46 Racing Team di Jakarta
 @pertaminalub  
 @vr46racingteam  
 @valeyellow46";2025-09-30 17.45.20
Tim Solid  @officialmotogpt7  Menghasilkan Konten Tayangan Live MotoGP Mandalika 2025 yang sukses di  @officialtrans7  . . Terima kasih Semua 🔝;2025-10-05 20.11.12
"Hari pertama MotoGP mandalika lombok NTB

#mataram #motogp #mandalikaGP #heilombok";2025-10-03 17.49.40
Masih sisa 5 seri lagi dan Marc Marquez udah kunci gelar juara dunia Motogp2025. Emang masih seru nontonnya? Nahh, ini dia nih alasannya kenapa MotoGP Mandalika bakalan seru dan wajib ditonton. Siap-siap ya weekend ini, 3-5 Oktober 2025! #IndonesianGP #motogpmandalika;2025-10-02 22.34.39
"Ikutan malu 🫠🫠
Bule aja heran kenapa MotoGP di Mandalika bisa sepi Penonton nya 🫣🫣";2025-09-22 19.00.49
"🇮🇩Indonesia punya gawe🇮🇩
Meski akan digelar pekan ini, tiket MotoGP Mandalika 2024 belum habis terpesan.
Panitia baru menjual 50 persen dari target yang telah disepakati.
Nah setelah beredar rincian harga tiket di Mandalika, banyak netizen yang membandingkan harga tiket di Sepang yang tergolong lebih murah!!
‌
‌
Gimana menurut kalian der,sharing donk pengalaman kalian waktu nonton Moto GP";2024-09-23 18.55.42
"Akhirnya kesampaian juga setelah tahun lalu gagal masuk 😁😁
Motogp Mandalika 2025

#indonesiangp
 @sorotan";2025-10-05 09.06.08
"Recap MotoGp Mandalika,indonesia 2025🏁

#fypシ❤️💞❤️ #motogpmandalika #wonderfullindonesia";2025-10-05 21.46.42
Di paddock Tim Gresini Racing, pemenang motogp Mandalika;2025-10-07 08.21.47
"MotoGP Kembali ke Mandalika!

4 kali MotoGP di Mandalika, 4 pebalap berbeda yang menjadi juara.

Sebuah kehormatan bisa mewakili Bapak Presiden Prabowo Subianto untuk memberikan trofi untuk Juara MotoGP, Fermin Aldeguer.

Terima kasih untuk Pemerintah Pusat, Pemerintah Daerah, BUMN dan pihak swasta yang sudah mendukung MotoGP di Mandalika.

Keren 👍🏼";2025-10-05 18.19.57
"3 musim berlalu dengan 3 juara berbeda... Musim ini akankah Mandalika kembali dengan juara baru? 🤔 #IndonesianGP

📷 Credits : Original Picture by  MotoGP.com   

#MotoGP #Moto2 #Moto3 #Mandalika #Lombok #Indonesia";2025-10-03 07.49.40
"Penyelenggaraan MotoGP Mandalika 2025 pada awal Oktober telah memasuki tahap akhir persiapan. Beragam upaya telah dilakukan agar ajang balapan kelas dunia ini terselenggara dengan baik.

Baca selengkapnya: 
 https://www.antaranews.com/infografik/5100225/persiapan-motogp-mandalika-2025  

#motogp #gp #mandalika #oktober #gpmandalika #infografik #infografis #infografikantara #antaranews";2025-09-13 14.01.04
"AIYEP Week 4! 🇮🇩

This week, we visited the world-renowned MotoGP Mandalika International Street Circuit, got the amazing opportunity to participate in traditional Sasak stick fighting, and celebrated New Year’s Eve at a beach in Senggigi!";2025-01-10 21.21.10
The Malaysian GP - raw & uncut. (🩵🧡edition);2025-10-27 18.24.32
"Maaf nih kemarin ada postingan dari bbrp orang (ada yg bule atau WNI) klo MotoGP 2025 mandalika sepi penonton, sponsor merugi, bahkan tidak ada promo MotoGP yg d pajang diseluruh kota dll itu mereka melihat data itu darimana kah? 

Karena ternyata laporannya penonton justru membludak sampai 140rb penonton

Jadi berita yg bener yg mana? Kosong melompong ga laku atau justru penonton MotoGP mandalika membludak??";2025-10-06 13.59.08
"MotoGP Mandalika - Kuta core ! The hype is real!!

A lot still need to improve
Especially (again n again) the transportation (bus) and staff communication. Some staffs still not understand enough about the layout,the parking area,no clear information which bus you can take to go to some parking area and etc. 
But tbh,it was LIT tho (even my body feel in pain now LOL!)";2024-09-29 22.36.36
Hi everyone, i’m looking MotoGP ticket (Grandstand). If ada pls dm me tau🥹;2025-10-25 20.11.40
"Shot on iPhone

#motogp2025 #motogpsepang2025 #racing";2025-10-30 20.16.57
Selamat kepada  @fermin_aldeguer54  atas kemenangan luar biasa di MotoGP Mandalika, Bangga bisa melihat perjuangan dan kerja kerasmu membuahkan hasil juara. 🔥🇮🇩;2025-10-05 19.49.51
"Juara dunia MotoGP 2025 itu mendarat di Soekarno-Hatta, Senin (29/9) sore. Kedatangannya jadi bagian dari rangkaian menuju MotoGP Mandalika 3–5 Oktober nanti.

Lewat unggahan di akun resmi Ducati, Marquez langsung nyapa fans Indonesia dengan salam hangat.

Siap-siap, vibes MotoGP makin kerasa nih!

Source : Ducati Indonesia | March Marquez

#inversimedia #motogp #marcmarquez #ducati";2025-09-30 10.35.54
"Momen Pacu Jalur Rayyan Arkan Dikha Guncang Mandalika MotoGP Indonesia

#TVRI #TVRINasional #MediaPemersatuBangsa";2025-10-04 20.21.14
Day 1 of Sepang  @motogp;2025-10-24 20.44.12
"Sepertinya kali ini gak perlu tunggu line up HTA penuh, terkonfirmasi satu ya mudah mudahan sudah bisa diumumkan. Masa depan Moto3 Veda Ega Pratama mungkin akan diumumkan di MotoGP Mandalika 2025 pekan depan

 https://youtu.be/9wDrY4sGi-A";2025-09-26 12.48.32
"MOTOGP 2025
BURN THE LIMIT
PESTA RAKYAT MANDALIKA";2025-10-30 23.33.09
Sepi amat ya Mandalika MotoGP?  Bisa-bisa tutup nih sirkuit.;2025-10-05 12.24.00
F1 Singapore vs MotoGP Mandalika. Wiken balapan! 💨;2025-10-05 20.16.18
Suami nya sponsor utama jam rolex di f1 MotoGP, inilah Moment Maia mengibarkan bendera finish di sirkuit MotoGP mandalika😍;2025-06-27 13.38.43
"Marc Marquez vs Sirkuit Mandalika 🥲

Ini komentar Marc Maquez soal 2 kecelakaan yang dialaminya di sesi Free Practice MotoGP Mandalika 2025 kemarin.";2025-10-04 12.04.36
"Hasil MotoGP Mandalika 2025 menandai kemenangan pertama Fermin Aldeguer di kelas premier balapan. Ia tercatat juga sebagai rookie alias pebalap debutan pertama yang memenangi balapan. Congratulations  @ferminaldeguer_54 

#MotoGP2025 #motogpmandalika";2025-10-05 17.26.07
Aprilia are unveiling their new RSV4 X-GP bike tonight. Very exclusive track-only toy that is, pretty much, a MotoGP bike in everything but engine.;2025-09-06 00.30.38
Apakah Ajang MotoGP di Mandalika selalu Rugi? #motorsport #motogp #mandalika #motogpindonesia;2025-07-25 18.37.56
Kan, di bilang juga apa pren😎;2025-09-29 16.26.41
Sebenernya mahal itu relatif, tapi sebenernya ada faktor yg ga disadari oleh pemerintah. Jadi, jadwal MotoGP Mandalika ini barengan sama jadwal F1 di SingaporeGP. Kalo dari segi bisnis, jujur orang yg berduit bakal lebih pilih dateng nonton F1 di singapore. Dari segi entertaintpun lebih menarik F1 di singapore. Inilah sebenernya faktor yg tak disadari pemerintah kenapa MotoGP di Mandalika itu penontonya ga banyak, terus pihak pengelola mandalika juga gabisa balik modal, justru merugi terus.;2025-09-30 12.55.46
Nicolo Bulega is officially a MotoGP test rider. First outing today on the Desmosedici at Jerez, potentially ahead of an injury replacement ride at the final rounds of 2025;2025-10-31 00.52.29
Day 1 Motogp Mandalika 2025;2025-10-02 18.36.40
"#konteksinfo MotoGP Mandalika 2025 mencatat pencapaian baru dengan total 140.324 penonton selama tiga hari, naik 15,7% dibanding tahun sebelumnya. Angka ini menjadi rekor tertinggi sejak ajang tersebut digelar pertama kali pada 2022.

Keberhasilan ini dianggap sebagai yang paling sukses berkat kerja sama erat antara pemerintah, BUMN, dan pelaku industri pariwisata yang mampu menghadirkan pengalaman terbaik bagi para penonton di Sirkuit Mandalika. (zd)

#MotoGP #MotoGP2025 #MandalikaCircuit";2025-10-07 18.56.25
"Akhirnya kesampean juga nonton langsung MotoGP🛵

#kitaulikyok #GASTERUS #Mandalika #HydroCoco";2025-10-05 18.41.14
"Marc Marquez alami cedera ligamen di bahu sebelah kanan setelah jatuh di race MotoGP Mandalika 2025. 

GWS Marquez! 😭🙏";2025-10-05 15.06.07
"Congrats 👏 Turut senang melihat  @raulfernandez_25  berhasil raih podium sprint perdananya di MotoGP, terlebih lagi karena Raul meraihnya di Indonesia 🇮🇩 #IndonesianGP

🎥  @trackhousemotogp  

#MotoGP #Mandalika #Lombok #Indonesia";2025-10-04 19.58.57
MotoGP Malaysia 3 November 2024;2024-11-06 21.12.11
Minggu (5/10) Suasana Hari ketiga MotoGP Mandalika. Saat ini tengah berlangsung Moto 3.;2025-10-05 11.49.19
MotoGP Mandalika 2025  Sukses Besar, Hotel Ludes hingga Extra Flight Membludak  https://investor.id/lifestyle/412116/motogp-mandalika-2025-sukses-besar-hotel-ludes-hingga-extra-flight-membludak?utm_source=dlvr.it&utm_medium=threads;2025-10-05 19.42.16
"RECAP DAY 3 MOTOGP 2025 🤩🏁✨

— Tahun ini semakin rame, semakin pecah, semakin banyak orang yang excited untuk menonton langsung MotoGP di Mandalika 🔥
Selamat untuk para juara, sampai bertemu di tahun depan! 

#Motogp #mandalika #lombok #fyp";2025-10-06 13.51.00
"- Serba serbi Motogp, penonton kelas VVVIP lewat sih ini semeton, POV dari berugak bukit mandalika. 🏁

Video : tt/bajangpadegirang
#mnow #bukit #mandalika #motogp #motogpmandalika #motogpcore";2025-10-07 10.23.02
"Pov,kamu nonton motoGP lansung di depan mata

Sumber/krasotka tekno mataram

#motogp #mandalika";2025-10-04 21.35.08
"Berburu tiket MotoGP Mandalika.
Yuk Jangan sampai kehabisan";2025-07-15 21.02.56
"Ternyata gini isi garasi  @vr46racingteam  

Kemarin gue dapet kesempatan buat tour garasinya  @vr46racingteam  dan ini jadi experience seru buat rasain euforia dari event Pertamina Grand Prix of Indonesia bersama  @pertamaxseries.id  

#motogp #mandalika";2025-10-04 15.23.57
"MotoGP mandalika sepi penonton?
Zona I";2025-10-05 15.08.47
"Anak-anak di Lombok berkesempatan bertemu dengan para rider yang akan tampil di MotoGP 2025 Seri Mandalika di Pertamina Mandalika International Circuit. Kesempatan ini akan menambah semangat anak-anak untuk mengejar mimpi mereka setinggi mungkin.

Ini yang akan selalu kami tanamkan kepada mereka agar menjadi anak muda yang berani bermimpi dan cinta Tanah Air.";2025-10-03 12.07.38
"Congrats to  @alexmarquez73  and the whole Gresini Racing crew! What a ride at Sepang Circuit 🇲🇾 MotoGP 2025 was all yours! 🏁🔥🎉💥
#MotoGP2025 #Sepang #MalaysiaGP #AlexMarquez #gresiniracing";2025-10-28 13.02.08
"Second full MotoGP race complete ✅ 

The Yamaha Factory Racing Team completed their testing programme today at the Malaysian GP, with  @augustofernandez37  pushing hard on the V4-Powered Prototype machine in its second full-length MotoGP race.

The wildcard rider finished in 18th overall, gathering plenty of data over the course of the 20-lap race 💙 

#YamahaRacing #MotoGP #V4Prototype";2025-10-27 01.36.08
MotoGP or F1;2025-10-26 16.08.54
"🚨 VEDA TO MOTO 3, HERE WE GO!

Sky Sport Italia melaporkan Veda Ega Pratama akan bergabung ke Honda Team Asia, untuk turun di kelas Moto3 pada musim depan.

Veda akan masuk menggantikan Taiyo Furusato yang akan naik ke kelas Moto2.

Wayahe arek gunung kidul mengharumkan nama bangsa di kelas Moto3 😎🔥

#Honda #HRC #MotoGP #Moto3 #Indonesia #Motorsport";2025-10-28 19.21.32
"🚨 MARIO AJI STAY DI MOTO2!

Honda Team Asia resmi mengumumkan lineup mereka di kelas Moto2 musim 2026, dimana Mario Aji akan lanjut membalap di kelas Moto2 musim depan.

Mario Aji akan ditemani Taiyo Furosato yang akan naik dari kelas Moto3.

SUPER MARIO MUSIM DEPAN LANJUT LAGI DI MOTO2 😎🔥

LETSGOOOO 🇮🇩

#motogp #moto2 #Honda #ahm #marioaji";2025-10-31 15.31.10
"Watching MotoGP live in Mandalika just hits different — the heat, the cheers, the thrill 🔥
One word: EPIC!
#MotoGPMandalika2025";2025-10-04 16.05.17
Wellcome to MotoGP Mandalika 2025;2025-07-24 10.04.14
Zaman ni mana ada orang layan sangat Desmosedici GP3-GP7…ramai minat YZR M1 dengan RC211V sebab tengah top la katakan. Tu belum lagi cerita zaman Crutchlow dengan Iannone. Start tahun 2023 sampai tahun ni dah terbalik. 😌;2025-10-28 09.21.19
Penonton MotoGP Mandalika 2025 Pecahkan Record! 140.324.Woow Kren sekali! #fyp #jangkauanluas;2025-10-06 03.11.24
"Demi ngejar  @marcmarquez93  MotoGp 2025 di Sirkuit Mandalika Lombok. Nonton langsung memang rasa nya luar biasa. Semangat Indonesia 🇮🇩
.
.
.
#nitagunawan #motogp";2025-10-05 16.56.15
Riders MotoGP Mandalika 2025 Ikutan Dance Tabola Bale;2025-10-01 20.37.13
"Bulega akhirnya jajal Desmosedici GP25 di sirkuit Jerez, namun karena kondisi hujan Ia hanya melakukan test setengah hari saja. Hasil tes Bulega akan jadi pertimbangan bagi Ducati untuk menggantikan Marquez di Portimao, namun hingga kini masih belum ada pernyatan dari Ducati

#MotoGP #Ducati";2025-10-31 05.17.11
"Indonesia kembali jadi sorotan dunia! 🏁
MotoGP Mandalika 2025 hadir di Sirkuit Internasional Pertamina Mandalika, Lombok, pada 3–5 Oktober. Ajang balap motor paling bergengsi ini siap menampilkan aksi para pembalap top dunia di lintasan kebanggaan Tanah Air.

Apakah kamu sudah siap menyaksikan duel sengit di tikungan Mandalika? 🔥

#MotoGPMandalika #MotoGP2025 #Mandalika #Indonesia #TurunMinum";2025-09-30 19.07.29
Congratulations 2025 World Superbike champion Toprak Razgatlioglu! 🏆🏆🏆 A few more titles joining the MotoGP paddock in 2026 😎;2025-10-19 19.34.19
"Alhamdulillah. Hasil Pelaksanaan Motogp di mandalika tahun 2025 bisa  lebih baik dari tahun tahun sebelumnya.  Seluruh team di lapangan (marshal,  medical, technical dan race control ) tidak menerima komplain yang serius. Semua accident di track bisa ditangani dengan waktu yang tepat dan cepat.  Semoga pelaksanaan tahun depan akan lebih baik lagi dan makin banyak anggota IMI yang bisa mendapat lisensi dari FIM. 

#imi 
#mgpa 
#injourney 
#motogp 
#mandalikagp";2025-10-06 20.55.46
"Pacu jalur bener-bener mendunia dan trendnya gak habis habis, keren🔥🔥

Joget pacu jalur kembali viral setelah dibawakan oleh Rayyan Arkan Dikha di MotoGP Mandalika 2025. Momen dibawakannya joget aura farming itu dilakukan pada Sabtu (4/10/2025) saat sesi sprint race MotoGP Mandalika. 

“Aura farming di grid #MotoGP dibawakan langsung oleh Rayyan Arkan Dikha sendiri,” tulis akun X MotoGP, Sabtu. 

Via  @pekanbarutalk_  
#infokuansing";2025-10-05 14.26.38
"Entah harus bersyukur seperti apalagi, ga pernah kepikiran tahun ini bisa foto Start 2 Balapan paling bergengsi di tahun 2024 di indonesia. Aquabike 2024 dan motogp Mandalika, dan semua di support sama  @sonyalpha  😭

Tuhan baik sekali";2024-11-19 23.38.22
Settle MotoGP 2025 ✅;2025-10-27 11.22.49
"Bagian 1 : 
MOTOGP MANDALIKA & MOTOGP Sepang 2024

Nonton langsung atau tidak ??";2024-09-11 05.47.40
"Bagian 2 :
MOTOGP MANDALIKA 2024 

Indonesia begitu luas, saking luas nya, Tiket Pesawat PP Jakarta - Praya Lombok untuk nonton MotoGP Mandalika, harganya hampir 3x lipat dari harga Tiket Pesawat ke KLIA untuk nonton MotoGP Sepang......
Pastinya jarak dari Jakarta ke Mandalika lebih jauh dari Jakarta ke malaysia. 
Dulu sebelum Valentino Rossi pensiun, beberapa kali saya nonton MOTOGP secara langsung. 
Di Circuit Sepang - Malaysia. Tapi semenjak Vale pensiun, agak kurang seru ya ??";2024-09-11 05.50.03
"Safety Car MotoGP Mandalika.

#sirkuitmandalika #mandalika #motogpmandalika2025 #mandalikagp2025 #motogplombok";2025-10-03 05.55.05
Video dump MotoGP Malaysia race day;2025-10-27 13.43.28
"Ada yang menarik! Valentino Rossi selaku pemilik Tim  @vr46racingteam  bersama jajaran Direksi  @pertaminalub  memperkenalkan livery khusus untuk jalani home race MotoGP Indonesia 2025 di sirkuit Mandalika.

Gimana menurut MotoBoys tentang livery ini?

🎥 by  @jayadiracing  

#motosportid 
#racing 
#motogpindonesia 
#motogp 
#valentinorossi 
#pertaminaenduro";2025-09-30 19.00.10
"Would you go back if you could? 

I would 🙏🏽 

————————
Some left over shots from the #BritishGP
#MotoGP #MotoGP2025 #Silverstone #MotoGPUK";2025-05-28 18.31.07
"RUEDA 🚀
PR #Moto3 #MalaysianGP 🏁
Rueda keluar sebagai yang tercepat, disusul Carpe dan Uriarte.

Pembalap tuan rumah, Danish P11.

📸 KTM Ajo 

#GPRacingIndonesia #GPRI #MotoGP #MotoGPIndonesia #MGPI #RespectAllRiders #JoseRueda";2025-10-24 14.19.48
"The Mandalika curse continues for Marc Marquez 🏁

Siapa jagoan kalian?

🎬  @motogp   @spotv";2025-10-06 17.01.16
"MotoGP Mandalika 2025 catat rekor 140.324 penonton, naik 15,7% dari tahun lalu. Event ini nggak cuma jadi hiburan, tapi juga dorong ekonomi NTB dengan okupansi hotel hampir penuh, 44 penerbangan tambahan, hingga melibatkan ribuan tenaga kerja lokal.

Source : The Mandalika GP | Injourney

#inversimedia #motogp #mandalika";2025-10-06 11.26.32
"MotoGP-Mandalika 2025
 @themandalikagp  
 @marcmarquez93   @ducaticorse";2025-10-03 17.01.10
"Ini promosi gratis bagi Sirkuit MotoGp Mandalika. 
Thanks Aussie 
#highlightseveryone";2025-10-10 09.00.39
"Vibes MotoGP Mandalika Tahun lalu oleh  @seviadian 

#sirkuitmandalika #mandalika #motogpmandalika2025 #mandalikagp2025 #motogplombok";2025-09-29 15.16.39
Sepang MotoGP 2025;2025-10-26 14.12.21
"Let’s look back at some of the best moments of the season in 3D 🕶️🕶️

#motogp #malaysiangp #malaysia #sepang #moto #motorsport #racing #motorcycle";2025-10-27 23.03.08
"With Marc Márquez, we honour a story of passion, innovation, and extraordinary effort.
The legacy continues: for the fourth year in a row, a Ducati rider proudly stands as MotoGP™ Riders’ World Champion.
A special thanks to the Ducati Lenovo Team and all the Ducatisti worldwide.

 @ducaticorse   @motoGP";2025-09-28 13.15.27
motogp tp bekerja 🥹;2025-10-26 19.06.58
"Ada yang tau nama kameranya??Gikil
#motogp #mandalika #indonesiangp";2025-10-07 07.26.39
MotoGP Sepang | Oct 2025;2025-10-29 17.48.49
"🔥 MotoGP Mandalika 2025 — Aksi Gila, Drama, dan Harga Diri Bangsa!

 Dari Mandalika… suara mesin bukan sekadar bising, tapi panggilan semangat bangsa 🇮🇩🔥

Legend never die — mereka hanya berganti lintasan 🏍️

#MotoGP2025 #Mandalika #IndonesiaBangga #NoesantaraSport #RacingSpirit #FYP

“Follow akun ini untuk update sport terbaru 🔥🏁”";2025-10-09 08.56.14
MotoGP Mandalika 2025 ✅;2025-10-04 10.19.43
"Ada yang pergi nonton MotoGP di mandalika?

#PositiveKUY #MotoGP #SirkuitMandalika";2025-10-05 13.54.19
"2025 MotoGP Mandalika: Full Schedule and Event Guide

 https://isunosing.co.id/2025-motogp-mandalika.html";2025-10-01 01.10.45
"Mandalika semakin hidup! 
Sejak  @motogp  hadir, kawasan ini jadi pusat perhatian dunia 🌍
Terima kasih  @injourney.id  yang berhasil membuat event sebesar ini 🙌
Bukan cuma seru-seruan balap, tapi juga bawa dampak sosial & ekonomi yang signifikan bagi masyarakat.";2025-10-04 21.38.43
Got sunburn, sore legs, and a heart full of MotoGP memories.;2025-10-29 09.32.15
"Are you ready for MOTOGP MANDALIKA 2023?

Persiapkan dirimu untuk menjadi saksi kemenangan Alex Marquez dan Fabio Di Giannantonio di MotoGP Mandalika 13-15 Oktober 2023 besok!

Ayo berikan dukungan penuh untuk Gresini Racing team agar bisa naik podium di musim ini! 🔥🔥

Jangan lupa mention  @alexmarquez73   @fabiodiggia49   @gresiniracing  dan  @antangin_id  !

Stay tuned berita terkini tentang Gresini Racing Team hanya di Instagram story  @antangin_id  

#SkipAngin #GresiniRacingTeam #MotogpMandalika2023";2023-10-12 12.04.27
