caption;created_at;event_sentiment;circuit_sentiment
"MARCO BEZZECCHI BACK-TO-BACK SPRINT!

Penampilan luar biasa ditunjukan oleh Bezzecchi, sempat melebar di tengah balapan saat mengejar Raul....Ia mampu comeback dan raih kemenangan

Ini kemenangan back-to-back Sprint Bezzecchi setelah mandalika kemarin 

#AustralianGP #MotoGP";2025-10-18 11.30.13;positive;neutral
Ampas terus di Mandalika;2025-10-05 07.08.09;neutral;negative
@MotoGP Indonesia memang beda yaa min :) üáÆüá© #Mandalika #MotoGP;2025-10-05 08.38.45;positive;neutral
"The best day at home. Thanks Australia for the support, you guys are truely the best. How good was that! Thank you to the entire  @intactgp  team. 

#australiangp 🇦🇺 #motogp #sennaagius #homegp";2025-10-19 18.17.21;positive;neutral
"Marc Marquez, the reigning MotoGP World Champion of 2025, has never crossed the finish line in a main race at Mandalika, the circuit hosting races for four seasons since 2022. 

Mandalika dares to be different";2025-10-05 15.28.11;neutral;positive
Luca Marini s Sprint Heartbreak: Eight-Second Penalty Erases Top-Six Finish in Indonesia Mandalika Indonesia What looked like a breakout Saturday for Luca Marini ended in frustration as the Honda HRC Castrol rider saw his strong sixth-place finish in https://t.co/BmsjlmMKTC https://t.co/y8aPT2erUS;2025-10-04 10.09.00;negative;neutral
Pembalap tim Gresini Racing Fermin Aldeguer berhasil menjadi juara pada balapan utama MotoGP Indonesia 2025 di Sirkuit Mandalika Lombok NTB Minggu (5/10) siang. https://t.co/Skyh0YyLIU;2025-10-05 12.50.08;positive;neutral
Mandalika mendunia, semua akan tertuju kesana saat ada event besar spti WSBK dan motoGP. Salah satu kebanggaan NTB dan juga Indonesia. Cantik sangat tempatnya, pantainya juga. Tidak sabar kalau smuanya sudah paripurna, mesti jadi keren tempat ini;2023-11-09 08.51.31;positive;positive
"Podium untuk sang juara di Sirkuit Mandalika

#matakakimu #sirkuitmandalika #motogp #fyp";2025-09-30 13.38.25;neutral;neutral
Sebanyak 28 pembalap Moto2 termasuk pembalap asal Indonesia Mario Suryo Aji mengikuti sesi latihan di sirkuit Mandalika Lombok Jumat (3/10/2025) dalam gelaran MotoGP yang digelar tanggal 3-5 Oktober 2025. Des #BeritaElshinta https://t.co/rvUKMREpIw;2025-10-03 06.55.24;neutral;neutral
"Aura level: upgraded 💥✨
Terima Kasih Dhika for the epic glow-up! 🙌🔥

#AuraFarming #MotoGP #PertaminaEnduroVR46RacingTeam #Indonesia

 https://www.instagram.com/reel/DPakCRpjFPg/?igsh=OWgzaGdycnB0dDQ1";2025-10-05 12.05.43;neutral;neutral
Kemenangan Marco Bezzeci pada Tissot Sprint Race MotoGP Mandalika 2025;2025-10-05 05.57.01;positive;neutral
 I don't know if I'm the best Bezzecchi of my career and I don't even give a f**k I just want to have another good race. I was a bit desperate at the beginning however I didn't throw myself down. I https://t.co/X5t3JdC6SZ #MarcoBezzecchi #Aprilia #IndonesianGP #SrintRace;2025-10-04 14.34.12;positive;neutral
"Nane jak ndek bengm menang Marc Marquez lek Mandalika
Pokok Ndek Jak Bengm Taek Podium Lek Mandalika Jerehm Nane Marc 
Honda Prima Ku Wah Up 1200cc nii,, 

#motogp #gpmandalika #gplombok #gp2025 #hondaprima #jfgp";2025-10-03 10.10.34;positive;neutral
Akhir pekan buruk terlihat dari garasi tim Ducati Lenovo pada seri balap ke-18 MotoGP Indonesia 2025. Dua pembalap Ducati Lenovo hanya mampu menghasilkan empat poin saja dari dua balapan di Sirkuit Mandalika https://t.co/DoNjF06CCD;2025-10-06 10.21.00;negative;neutral
Event balap dunia di Mandalika bukan hanya soal kecepatan di lintasan tapi juga mendongkrak perekonomian lokal hingga ratusan miliar rupiah. https://t.co/kiG3yEpKvO;2025-10-05 13.49.33;positive;neutral
MotoGP Mandalika 2025 Digelar Semarak Sektor Ekonomi-UMKM Bergerak https://t.co/x2hfkKdbSd;2025-10-05 07.19.14;positive;neutral
"Suasana Paddock Hari Jumat di Mandalika 🔥🇮🇩

Fans sudah ramai memadati paddock sejak pagi! Antusiasme tinggi bikin atmosfer #IndonesianGP makin meriah. Dukungan penuh untuk para rider benar-benar terasa di Pertamina Mandalika International Circuit 🙌✨

📸 Team Indomotoracing

#Indomotoracing #MotoGP #Moto2 #Moto3 #MotoGP2025 #Mandalika #IndonesiaMendunia #ITDC #Injourney #TheMandalika #MGPA";2025-10-03 19.35.42;positive;neutral
MotoGP Mandalika hadir semangat masyarakat pun ikut bangkit! #BRIUntukIndonesia #BRIDukungMOTOGP #qrisbri https://t.co/E9OmKl89DI;2025-10-06 10.11.40;positive;neutral
✌🏼✌🏼✌🏼✌🏼 #SanMarinoTest #PlanV  @yamahamotogp   @motogp;2025-09-16 01.34.37;neutral;neutral
"BREAKING
Setelah menjalani pemeriksaan medis, Marc Marquez dipastikan absen pada sisa balapan musim balap 2025, juga pada #ValenciaTest setelah balapan pamungkas.

Sang Juara Dunia harus menjalani proses pemulihan tulang belikat kanannya yang baru saja dioperasi pasca mengalami crash dengan Marco Bezzecchi di Mandalika.

M. Marquez sepenuhnya fokus untuk 2026.

📸 Ducati

#GPRacingIndonesia #GPRI #RespectAllRiders #MotoGP #marcmarquez #ducati";2025-10-23 18.07.39;neutral;neutral
Fermin Aldeguer Pemenang di Mandalika. Kemenangan perdana Fermin di kelas MotoGP sekaligus menjadikannya termuda kedua yang pernah menang di seri balapan MotoGP #IndonesianGP;2025-10-05 07.45.02;positive;neutral
Keren bersih indah 😍😍😍😍😍 Semoga bisa makin banyak kegiatan international seperti ini di Indonesia;2022-11-09 08.51.31;positive;positive
Epicnya dunia perdukunan Indonesia di ajang balap dunia #MotoGP saat pertama kali diadakan di Mandalika 3 tahun lalu masih membekas dan selalu jadi kenangan buat media luar bahkan tim balap dan rider-ridernya. Mbak rara = Mandalika https://t.co/vX3hJKngt9;2025-10-03 22.47.24;positive;neutral
"Mandalika MotoGP Weekend
.
Apakah Marquez berhasil meraih kemenangan pertamanya di Indonesia ?
.
 #mandalika #motogp #pertamina #marquez #mm93 #ducati #honda";2025-10-04 14.14.06;neutral;neutral
"Dua pembalap GRYD – MLav Racing Team, Marco Morelli dan Eddie O’Shea, terlihat melakukan track familiarisation di Pertamina Mandalika International Circuit 🏁🔥

Keduanya siap tempur menghadapi tantangan seri IndonesianGP di lintasan kebanggaan Indonesia 🇮🇩 kebanggaan Indonesia! 💨

📸 Team Indomotoracing

#Indomotoracing #MotoGP #MotoGP2025 #Mandalika #IndonesiaMendunia #ITDC #Injourney #TheMandalika #MGPA";2025-10-02 16.57.59;positive;positive
 @ruedajr99 clinches the #Moto3 title with a phenomenal win in Mandalika! #IndonesianGP üáÆüá© https://t.co/6eCvRh8Gly;2025-10-05 08.34.52;positive;neutral
M√°rquez Declares: No Podium in Lombok! as He Faces Shocking Setbacks and Uncertain Future https://t.co/SU8LcdzIH7 #motorcyclesports;2025-10-03 10.41.32;negative;neutral
Erick Thohir: Sukses MotoGP Mandalika 2025 Bukti Soliditas Pusat Daerah dan Swasta https://t.co/Kvs6YOPv0G;2025-10-05 13.28.07;positive;neutral
Satu satunya sirkuit internasional yang dilengkapi fitur pawang hujan.;2022-11-09 08.51.31;neutral;positive
Semoga di perbagus dan jalan provinsi di tata agar rapih;2022-11-09 08.51.31;neutral;neutral
Bner2 mandalika n nya nightmare;2025-10-05 07.33.28;neutral;negative
"Pembalap Indonesia Mario Suryo Aji tak luput dari kejaran emak emak 🫣😊
#alkafjourney #motogp #mandalika";2025-10-02 16.30.24;positive;neutral
"@marcmarquez93  and  @marcobez72  crash in Grand Prix of Mandalika 🇮🇩🏁

#indonesiangp #mandalika #lombok #indonesiangp🇮🇩 #motogp #fyp";2025-10-05 14.18.52;neutral;neutral
Sukseskan Event MotoGP Mandalika 2025###;2025-10-02 07.44.04;positive;neutral
Sukseskan MotoGP 2025! Ditpolairud Polda NTB lakukan patroli udara dan pengecekan helipad di berbagai lokasi penting di sekitar Mandalika. Ini adalah wujud komitmen untuk memberikan rasa aman dan nyaman bagi semua pihak yang terlibat.  #MotoGPmandalika #PoldaNTBkeren #poldantb #baharkampolri #korpolairud #ditpolairudntb #ntb #motogp #motogpindonesia;2025-10-16 15.34.44;positive;neutral
Marini Slams Fernandez as Unintelligent After Devastating MotoGP Podium Miss at Mandalika! A Podium Was Within Reach! Title: Marini Blasts Fernandez After Frustrating Race: A Podium Was Within Reach! In a race that could have easily turned into https://t.co/1bK6glU2oT https://t.co/ISyJxa52uZ;2025-10-05 15.17.07;negative;neutral
Good news this morning on both Noah and Jose Antonio, following Sunday's crash  https://www.the-race.com/motogp/moto3-rider-noah-dettwiler-stable-condition-after-sepang-crash/;2025-10-29 18.38.41;neutral;neutral
"Motogp Sepang 2025 
#kyt 
#yamaha";2025-10-26 17.40.21;neutral;neutral
Mark Marquez membutuhkan sekitar 148 poin lagi untuk mengunci gelar juara dunia motoGP 2025 untuk melengkapi gelar ke- 9 nya. Besar kemungkinan pesta tersebut akan terjadi di Jepang, atau paling lambat di Mandalika, walau ada kemungkinan kecil bisa saja terjadi di San Marino.;2025-08-18 09.59.31;neutral;neutral
"Cycling at Sirkuit MotoGP Mandalika
Organized By DMC Nusantara
#mandalika
#sirkuitmotogpmandalika 
#dmcnusantara";2025-10-11 14.05.33;neutral;neutral
"Although the top two positions in the general standings have already been decided, the battle for third place is still ongoing. Who do you think will take the 3rd spot of the season?

motogp #malaysiangp #malaysia #sepang #moto #motorsport #racing #motorcycle";2025-10-28 19.32.11;neutral;neutral
"Marc Marquez Bertemu Arkan Dikha Si Bocil Pacu Jalur, Sayangnya Marc Crash Lagi, Sepertinya Kutukan Mandalika Masih Berlanjut
#motogp #mandalika #marcmárquez #dikha #pacujalur";2025-10-05 15.54.42;negative;negative
Marc Marquez tu dah boleh naik ke Divisyen Angkasa Lepas dah. Power nak mampus lah dia. Dah patah bahu pun boleh maii balik MotoGP menang 1 musim. Kalau ada 1 benda yang dia belum selesaikan, menang GP Mandalika je.;2025-10-25 21.34.41;neutral;neutral
"Marc Marquez mengalami nasib sial di MotoGP Mandalika 2025, Minggu (5/10). Ia terjatuh di tikungan ketujuh usai diseruduk Marco Bezzecchi.

Sang juara dunia kemudian mengunggah selfie di Instagram dengan tangan kanan terbalut, sembari meminta fans tidak menyalahkan Bezzecchi.

Balapan sendiri dimenangi rookie Fermin Aldeguer, disusul Pedro Acosta dan Alex Marquez di podium.";2025-10-05 21.32.19;negative;neutral
"anggap aja lg di sirkuit mandalika🤭
kalian ada yg suka Moto GP juga? coba dong komen siapa pembalap andalan kalian..

makasih buat geminai akhirnya bisa nonton di sirkuit nya langsung karna biasanya cuma nonton lewat tv😂 

prompt by me🤎 yg mau nanti aku share dikomen seperti biasaa";2025-10-19 12.01.15;positive;neutral
@grok kalo misal aku samper ke paddock dia marah ga? eh tapi si izan guevara lagi di mandalika motogp. bingung samperin kemana dulu;2025-10-02 05.22.06;neutral;neutral
"𝗨𝗻𝗯𝗲𝗹𝗶𝗲𝘃𝗮𝗯𝗹𝗲 𝗧𝘂𝗿𝗻 𝗼𝗳 𝗘𝘃𝗲𝗻𝘁𝘀 𝗮𝘁 𝗠𝗮𝗻𝗱𝗮𝗹𝗶𝗸𝗮! 🏁 From 13th to VICTORY, Pecco Bagnaia showcased a true champion's spirit at the Indonesian MotoGP! 🚀 While it looked like Jorge Martin had it in the bag, a shocking crash altered the course of the championship! 🏍💥 Will this race be the pivotal moment we look back on at the end of the season? 🤔 Drop your thoughts below! 🔽 

#MotoGP #IndonesianGP #MotoGP #Mandalika #Indonesia #PeccoBagnaia #JorgeMartin #ChampionSpirit #UnforgettableRace #469Motorsports";2023-10-15 16.55.29;positive;neutral
gnc premium sport motogp kualifikasi mandalika indonesia;2025-10-04 21.59.28;neutral;neutral
5‚É£0‚É£ - Mandalika in 2023 became the 50th winning track for Italian riders. #MotoGP #IndonesianGP;2025-10-02 13.45.00;neutral;neutral
"Acosta vs pecco
KTM VS DUCATI
#fyp #motogp #malaysiangp";2025-10-31 11.44.36;neutral;neutral
MotoGP 2025 🙌🏻;2025-10-29 22.51.19;positive;neutral
"Chairman MotoGP 2025 Apresiasi Antusiasme Penonton di Mandalika, Harap Jadi Agenda Internasional hingga 2031

 BALIPORTALNEWS.COM , MANDALIKA – Chairman MotoGP 2025, Troy Warokka, mengapresiasi tingginya antusiasme masyarakat terhadap penyelenggaraan ajang balap dunia MotoGP Mandalika 2025 yang digelar di…

 https://baliportalnews.com/2025/10/chairman-motogp-2025-apresiasi-antusiasme-penonton-di-mandalika-harap-jadi-agenda-internasional-hingga-2031/?utm_source=threads&utm_medium=jetpack_social";2025-10-05 05.22.53;positive;neutral
Keindahan alam yg indah;2022-11-09 08.51.31;neutral;neutral
Di balik gemuruh mesin MotoGP Mandalika distribusi bahan bakar Elnusa Petrofin jadi urat nadi yang memastikan ajang balap dunia itu berjalan lancar. https://t.co/ZwLT6PNm4o;2025-10-04 05.31.34;positive;neutral
Pertamina Angkat Potensi UMKM Lokal di Ajang MotoGP Mandalika 2025 https://t.co/yMXLoJfZz8;2025-10-05 10.20.27;positive;neutral
Saat itu, pembangunan sirkuit mandalika.;2024-11-08 08.51.31;neutral;neutral
"快訊

泰國Chang international circuit 臉書公布
目前泰國政府已與Dorna續簽5年MotoGP合約
預計下週四11/6提交議會

雖然此次續約金額略微變多
但比起周遭國家所付出的成本還是顯低
並且舉辦比賽會為泰國帶來約240億泰銖的經濟效益
當地的民情也是以摩托車為主
所以政府不續簽說不過去吧😏";2025-10-31 14.09.27;positive;neutral
Fermin Aldeguer is podium in Mandalika!!!!! Gokillll youngest rider and first rookie who wins in motogp ga sia2 velocity kemaren #MotoGP #IndonesianGP;2025-10-05 07.47.59;positive;neutral
Sebelum berlaga di Mandalika weekend ini, MSGP bareng  @federaloil_id  bertanya tipis-tipis ke mas  @alexmarquez73  , gass ke MSGP Youtube Channel sekarang ! #matteoguerinoni #federaloil  #motogp #msgp #nevergiveup;2025-10-02 20.05.46;neutral;neutral
Marc Marquez kembali mendapatkan hasil buruk pada balap MotoGP di Mandalika. Pada balapan utama pebalap Ducati ini mengalami kecelakaan pada lap pertama. #Olahraga #AdadiKompas https://t.co/lkRjTeWraO;2025-10-05 10.17.44;negative;neutral
"APRESIASI Yang Setinggi Tingginya Buat Gubernur Jakarta Atas Usahanya Indonesia Dilarang Menjadi Tuan Rumah Untuk Kejuaraan Olahraga Raga Berskala Internasional...
Indonesia Hanya Diisinkan Menyelenggarakan Kejuaraan Antar RT atau RW...

Salut untuk Usahamu Pak Gubernur....";2025-10-23 16.30.24;neutral;neutral
This is gonna be a race of ATTRITION in @MotoGP 10 mins for LIGHTS OUT AND AWAY WE GO IN MANDALIKA ! #MotoGP #IndonesianGP;2025-10-05 06.48.21;positive;neutral
Dewa 19 dan Kingdom Nasar akan meramaikan MotoGP Mandalika bulan depan.;2025-09-17 19.34.14;positive;neutral
"Ducati Tersungkur di Mandalika! Marquez &amp; Bagnaia Gagal Tembus Q2 #update #motogp #marcmarquez #fyp https://t.co/0HJ6WbRRCp";2025-10-03 15.13.23;neutral;neutral
Kalau dikasih Info #giveaway tiket nonton MotoGP di Mandalika pada mau?;2023-07-06 16.09.26;neutral;neutral
@MotoGP Negara lain mau nonton bayar cmn di mandalika yg penontonnya dibayar ;2025-10-05 15.18.49;negative;neutral
"Jalannya keren bgt, pemandangan oke, semua oke
Hanya fasilitas Toilet yg gak banget, 2 hari harus manage diri biar g ketoilet, karena Toilet portabel,";2022-11-09 08.51.31;positive;negative
Rocked up to Mandalika with guns blazing.;2025-10-03 17.03.23;neutral;neutral
"Marco Bezzecchi tops the timesheets in chaotic second Mandalika MotoGP practice Full story &gt; https://t.co/uf7QlAUVsw #IndonesianGP #MotoGP https://t.co/uf7QlAUVsw";2025-10-03 08.42.27;positive;neutral
"VALENTINO ROSSI 46 Tiba di indonesia dan mengunjungi beberapa tempat di jakarta, dalam persiapan MOTOGP at mandalika Bersama para RIDERS lainnya..
.
.
 @valeyellow46  #vr46 #rossi #peloporguardindonesia #event #peloporguard";2025-10-17 12.55.36;neutral;neutral
Sebagai warga Indonesia, saya sangat bangga Indonesia sekarang punya sirkuit internasional Pertamina Mandalika yang sangat bagus.;2024-11-08 08.51.31;neutral;positive
Jelang gelaran MotoGP Mandalika 2025 Polri melalui Polda Nusa Tenggara Barat (NTB) beserta instansi terkait menyiapkan strategi rekayasa lalu lintas untuk mengantisipasi lonjakan kendaraan menuju Sirkuit Internasional Pertamina Mandalika. https://t.co/Im2zaZlkyy;2025-10-04 03.33.33;neutral;neutral
"Sirkuit bagus, pemandangan alam y bagus
Pokok e jossss";2023-11-09 08.51.31;neutral;positive
mandalika might truly be for marc what singapore has been for max lmao;2025-10-03 08.42.40;positive;neutral
Ternyata Segini Gaji Tukang Ganti Ban dan Pit Crew di MotoGP Mandalika 2025! https://t.co/RlCjQj1J9R #Mandalika #MotoGP #gaji #pitcrew #tukanggantiban #bitvonline;2025-10-03 15.51.47;neutral;neutral
Lah Memangnya Selama Ini Bagaimana? Ente Kira Liputan MotoGP Mandalika itu Menghasilkan Uang Ratusan Juta? Helloo......;2025-08-25 07.47.33;neutral;neutral
Penonton MotoGP Mandalika 2025 Tembus 142.000 Orang, Dampak Ekonomi Capai Rp 4,8 Triliun  http://dlvr.it/TNVDKs;2025-10-06 06.17.15;neutral;neutral
Fans Berdesakan di Sirkuit Marc Marquez dan Fabio Quartararo Tetap Jadi Idola di MotoGP Mandalika 2025 https://t.co/vjHFOhbe9u;2025-10-04 12.58.14;positive;neutral
Sirkuit kebanggaan bangsa Indonesia,,Smoga bisa dirawat dgn baik....;2024-11-08 08.51.31;neutral;positive
POV Nonton MotoGP di Sirkuit Mandalika https://t.co/xZ6Z5fLPPp;2025-10-05 14.28.10;neutral;neutral
Kadisdag NTB Hadiri Dialog Pagi RRI PRO 1 Mataram: Soroti MotoGP Mandalika dan Transformasi UMKM Menuju Pasar Global. Selengkapnya... https://t.co/1abTi9Wdl1;2025-10-02 02.14.58;neutral;neutral
"Fabio Quartararo & Alex Rins Diserbu Siswa di SMAN 2 Mataram Jelang MotoGP Mandalika!

MotoGP #BolacomID #blcmlmd #FabioQuartararo #AlexRins";2025-10-01 22.21.29;neutral;neutral
Sirkuit Mandalika di Lombok benar-benar memberikan pengalaman luar biasa yang tak terlupakan. Desainnya yang modern, dengan latar belakang pemandangan pantai yang memukau, menciptakan suasana balap yang seru dan memacu adrenalin. Fasilitasnya sangat lengkap dan berkualitas tinggi, mulai dari paddock yang luas hingga tribun penonton yang nyaman dan area VIP yang eksklusif, memastikan setiap pengunjung merasa puas. Infrastruktur menuju dan di sekitar sirkuit sangat baik, dengan akses jalan yang mulus, area parkir yang luas, dan transportasi umum yang terorganisir dengan baik, memudahkan pengunjung mencapai lokasi tanpa kesulitan. Pemandangan spektakuler dari tepi pantai menambah keistimewaan pengalaman menonton balapan, menciptakan suasana yang unik dan tak tertandingi. Penonton juga dimanjakan dengan berbagai fasilitas dan hiburan di luar balapan, termasuk area food court dengan beragam kuliner lokal dan internasional serta berbagai aktivitas dan pertunjukan. Pengelolaan acara yang profesional, mulai dari pembelian tiket yang mudah hingga jadwal acara yang terorganisir dengan baik, membuat semuanya berjalan lancar tanpa hambatan. Secara keseluruhan, Sirkuit Mandalika menawarkan pengalaman luar biasa bagi para penggemar balap motor, menjadikannya destinasi wajib bagi pecinta olahraga balap.;2024-11-08 08.51.31;positive;positive
